dayofyear,min,p05,p40,mean,p60,p95,max,2024,2024_diff,date
131,25.0,24.596014863621008,27.1,27.1487149330113,27.779999999999998,29.682045857191294,30.7,28.3,1.1512850669887023,2024-05-11
132,23.3,24.620528377443154,26.8,27.128526447051485,27.34,29.63668232935942,30.1,27.5,0.37147355294851536,2024-05-12
133,23.6,24.642665394666125,26.48,27.107183029804997,27.279999999999998,29.58906220794669,31.0,29.9,2.792816970195002,2024-05-13
134,22.1,24.66073260962852,26.7,27.083914144112594,27.34,29.5395890952643,29.4,29.7,2.6160858558874054,2024-05-14
135,23.4,24.67320263858214,26.9,27.058834965043314,27.38,29.489476174289056,29.6,27.4,0.3411650349566848,2024-05-15
136,22.5,24.678823055394513,26.86,27.032312688034864,27.14,29.439537882868365,29.9,27.2,0.16768731196513542,2024-05-16
137,22.7,24.678191892379928,26.36,27.005282943090165,27.14,29.3906828425568,29.4,27.6,0.5947170569098361,2024-05-17
138,24.7,24.673897341251934,26.7,26.979040517586974,26.939999999999998,29.343501947494786,29.0,27.7,0.7209594824130257,2024-05-18
139,24.2,24.66932416094969,27.12,26.95463696619492,27.58,29.29775383756272,30.1,29.3,2.345363033805082,2024-05-19
140,22.7,24.666435977743113,26.060000000000002,26.932259360509846,27.24,29.254196118912688,30.2,27.8,0.8677406394901546,2024-05-20
141,23.7,24.665170022302725,26.220000000000002,26.911623634637387,26.88,29.214168783044723,30.7,26.9,-0.011623634637388136,2024-05-21
142,22.3,24.664843359930018,26.76,26.892409068253034,27.2,29.17882199732285,30.2,28.7,1.8075909317469652,2024-05-22
143,24.1,24.663914627408264,26.88,26.874053163201662,27.279999999999998,29.14787242223809,29.5,26.7,-0.17405316320166264,2024-05-23
144,24.1,24.660725340578704,26.46,26.855672877882498,27.34,29.11985314989508,28.7,27.8,0.9443271221175031,2024-05-24
145,24.2,24.654716818197418,26.5,26.836468031591927,27.14,29.092167706904004,30.3,28.0,1.1635319684080727,2024-05-25
146,22.8,24.646178803579954,26.5,26.81573610106355,26.92,29.06209607062431,30.3,26.1,-0.7157361010635483,2024-05-26
147,21.8,24.634447401345096,26.58,26.7929289550417,27.279999999999998,29.027359312506572,30.7,28.2,1.4070710449583004,2024-05-27
148,22.4,24.619999973628563,27.0,26.76815847041535,27.64,28.987119556040966,30.0,28.6,1.8318415295846506,2024-05-28
149,21.7,24.605006618065385,26.36,26.742031849330573,27.24,28.941157689897835,29.3,28.2,1.4579681506694264,2024-05-29
150,22.2,24.59040071372869,26.6,26.7151901455802,27.14,28.889553311532723,29.6,26.1,-0.6151901455801969,2024-05-30
151,25.3,24.57548870447796,26.6,26.6877975443275,27.4,28.83295638784206,30.7,,,2024-05-31
152,23.1,24.560205763497315,26.52,26.660008255021353,27.1,28.77245206951114,29.1,,,2024-06-01
153,24.1,24.545043618325142,26.16,26.63220241262337,27.0,28.709671934319363,29.2,,,2024-06-02
154,24.1,24.52882150185037,26.0,26.604300698810814,26.88,28.646587344656087,29.1,,,2024-06-03
155,23.9,24.510376264837298,26.6,26.575846794710422,27.1,28.58408302952849,29.6,,,2024-06-04
156,23.5,24.489782578346244,26.46,26.546872884440205,26.939999999999998,28.521893304304598,29.1,,,2024-06-05
157,23.8,24.467841146144327,26.16,26.517337197967315,26.7,28.4590225507626,28.5,,,2024-06-06
158,23.2,24.445474440537122,26.28,26.48684137150556,26.8,28.394563354016654,30.2,,,2024-06-07
159,24.3,24.42464688251093,25.9,26.455505569400593,26.7,28.328512240170635,30.4,,,2024-06-08
160,23.1,24.407550490581496,25.9,26.424242961325877,26.48,28.26166954481757,30.4,,,2024-06-09
161,24.0,24.395346301426706,26.560000000000002,26.39414577275802,27.1,28.19506971285796,29.4,,,2024-06-10
162,24.2,24.38855114730833,26.0,26.366406260300565,26.3,28.13028504411793,29.1,,,2024-06-11
163,23.4,24.387817723758406,26.4,26.341725945367045,26.939999999999998,28.068598748324806,27.9,,,2024-06-12
164,22.6,24.39289827086457,26.42,26.31988440138088,26.8,28.010647672651253,28.0,,,2024-06-13
165,23.5,24.401737239137,26.0,26.300156045520367,26.54,27.95670164309736,28.2,,,2024-06-14
166,24.1,24.413027868937167,26.5,26.282061778044294,26.84,27.906490617428254,28.2,,,2024-06-15
167,23.0,24.427209277900698,26.2,26.265693303971226,26.439999999999998,27.860005009577183,28.4,,,2024-06-16
168,23.3,24.44536519451091,25.9,26.251234732014474,26.5,27.817552021040697,27.8,,,2024-06-17
169,24.9,24.466941908373112,25.8,26.238593447324526,26.3,27.77824967814976,28.4,,,2024-06-18
170,24.1,24.490088104317437,26.1,26.227370620173648,26.439999999999998,27.74075431366951,28.2,,,2024-06-19
171,23.5,24.512796662964565,25.76,26.21722814807445,26.279999999999998,27.704341132874873,27.5,,,2024-06-20
172,23.3,24.534713062331186,26.0,26.208268639970626,26.4,27.669574383757745,27.5,,,2024-06-21
173,23.5,24.55513327783209,26.060000000000002,26.200592298498044,26.5,27.63706359145335,27.7,,,2024-06-22
174,24.0,24.57402467641579,25.9,26.19437559935492,26.54,27.607698144031932,28.7,,,2024-06-23
175,23.6,24.59193460051504,26.16,26.189780504786043,26.48,27.581425962535423,28.4,,,2024-06-24
176,24.7,24.60954267459663,25.86,26.186818899677544,26.38,27.557546035061044,28.1,,,2024-06-25
177,23.7,24.626706862966575,25.8,26.18509479141342,26.439999999999998,27.535559272990948,28.2,,,2024-06-26
178,23.6,24.64305787227376,25.82,26.18399738806161,26.36,27.51522378265496,27.3,,,2024-06-27
179,23.5,24.658471117067563,26.0,26.182916954269352,26.5,27.49682895438302,27.6,,,2024-06-28
180,24.8,24.672457108159882,26.36,26.181631841133655,26.5,27.48079983535213,27.7,,,2024-06-29
181,24.3,24.684549138714814,26.060000000000002,26.18000455568921,26.3,27.467091223083305,28.1,,,2024-06-30
182,23.5,24.69377753031516,26.12,26.177677998158238,26.6,27.455068882297624,27.5,,,2024-07-01
183,24.2,24.7001550704912,26.0,26.17457669188746,26.439999999999998,27.443736455717403,27.3,,,2024-07-02
184,23.7,24.70434326952321,26.26,26.17090377958006,26.7,27.432379862434367,27.5,,,2024-07-03
185,24.7,24.706754079162863,26.2,26.166848662461547,26.54,27.420470518674954,28.3,,,2024-07-04
186,24.0,24.708841790212364,25.66,26.162697162625992,26.3,27.40814725452596,28.4,,,2024-07-05
187,23.9,24.71147761567523,25.96,26.158560854295427,26.5,27.396230390204142,28.0,,,2024-07-06
188,24.5,24.715283434492168,26.060000000000002,26.154359322596015,26.4,27.385174005820065,27.7,,,2024-07-07
189,24.3,24.720158276560625,26.16,26.149822715634787,26.34,27.374825559944412,27.2,,,2024-07-08
190,23.3,24.726077394922285,26.04,26.14486199812718,26.74,27.365008564889646,28.7,,,2024-07-09
191,23.3,24.7330705569219,25.82,26.139782121527396,26.34,27.355687730487958,27.8,,,2024-07-10
192,23.4,24.740489572456514,25.9,26.13495509141738,26.4,27.346965995036385,27.8,,,2024-07-11
193,23.5,24.747604804050166,26.060000000000002,26.13078992602985,26.3,27.33907566019333,28.6,,,2024-07-12
194,23.1,24.75421268419399,25.96,26.12783511540226,26.279999999999998,27.332853170232706,27.4,,,2024-07-13
195,24.4,24.75951902300959,26.16,26.12628181714629,26.3,27.328500089351795,27.7,,,2024-07-14
196,24.1,24.762979978935075,26.26,26.1262642382814,26.439999999999998,27.325766105382858,27.3,,,2024-07-15
197,24.6,24.765342796346285,25.98,26.12814153284608,26.34,27.324288332283334,27.2,,,2024-07-16
198,23.9,24.76832523220541,26.1,26.132006399248716,26.4,27.323710618669026,27.5,,,2024-07-17
199,25.2,24.773206659973727,26.02,26.137793951983785,26.3,27.32383598042013,27.2,,,2024-07-18
200,23.6,24.78144235569919,25.76,26.14549263634082,26.14,27.32465424122559,27.7,,,2024-07-19
201,22.7,24.79368209451886,26.060000000000002,26.15526774535212,26.4,27.32650514928466,27.7,,,2024-07-20
202,24.0,24.81063427429566,26.220000000000002,26.16759733161221,26.5,27.330282541301187,27.2,,,2024-07-21
203,24.7,24.83152818890207,26.060000000000002,26.1826030545522,26.34,27.33715487199442,27.6,,,2024-07-22
204,24.6,24.85438033306722,26.060000000000002,26.19986723746874,26.54,27.34806087106499,27.5,,,2024-07-23
205,24.5,24.877875946253432,25.8,26.218971518175454,26.5,27.36341792911732,28.2,,,2024-07-24
206,23.6,24.900363248576635,26.1,26.239454807637994,26.3,27.382721523064493,27.5,,,2024-07-25
207,24.5,24.92080159222895,26.16,26.260996130709724,26.4,27.404661034135998,27.7,,,2024-07-26
208,23.1,24.93914854752819,26.16,26.283106737284946,26.54,27.427541085258312,27.3,,,2024-07-27
209,24.4,24.956761189034964,26.2,26.305370101981282,26.54,27.450048389278347,27.9,,,2024-07-28
210,25.0,24.973927817449304,26.36,26.327430534640236,26.64,27.471601721995665,27.6,,,2024-07-29
211,23.9,24.990545908672132,26.16,26.348837851806344,26.5,27.49178178777988,28.1,,,2024-07-30
212,23.8,25.00627378794181,26.2,26.369182142432344,26.6,27.51030152129793,28.2,,,2024-07-31
213,25.1,25.020544526108598,26.36,26.388391509355095,26.74,27.527983922994988,28.0,,,2024-08-01
214,24.6,25.032586608650856,26.46,26.406503586386588,26.84,27.545870044507645,28.4,,,2024-08-02
215,24.7,25.042507399311674,26.32,26.423444829667307,26.68,27.564156257258233,28.0,,,2024-08-03
216,24.1,25.0516790576201,26.26,26.439409546631996,26.62,27.58219877050926,28.6,,,2024-08-04
217,24.3,25.060889712551738,26.48,26.454403688017194,26.84,27.599451745048718,27.9,,,2024-08-05
218,25.5,25.070644266171996,26.26,26.468301397032853,26.54,27.615281580815196,28.0,,,2024-08-06
219,23.0,25.080780108184396,26.46,26.48106743326385,26.7,27.629031291169714,28.1,,,2024-08-07
220,25.0,25.090370760579752,26.3,26.49268755732399,26.82,27.6408160118351,27.8,,,2024-08-08
221,24.4,25.098526435202448,26.4,26.503353178594597,26.64,27.651141236678896,27.4,,,2024-08-09
222,24.1,25.105653243361584,26.36,26.513578374685657,26.7,27.66087923741398,28.5,,,2024-08-10
223,23.1,25.113123667318888,26.4,26.523949782753473,26.74,27.67074840973968,28.2,,,2024-08-11
224,22.7,25.122696924129382,26.6,26.53514579300085,26.9,27.681685447997722,28.0,,,2024-08-12
225,24.5,25.135696573675954,25.96,26.547707996607993,26.34,27.694338870091656,27.8,,,2024-08-13
226,25.0,25.15275489675513,26.52,26.56197363784667,26.9,27.709628716322072,28.2,,,2024-08-14
227,22.1,25.17400660395234,26.560000000000002,26.578226755549895,27.14,27.728834757849384,28.5,,,2024-08-15
228,25.2,25.199801965035782,26.220000000000002,26.596507838150995,26.6,27.752400964809187,27.6,,,2024-08-16
229,25.3,25.229423049752263,26.36,26.61623588332251,26.84,27.77941286261305,27.6,,,2024-08-17
230,23.7,25.26156195542173,26.3,26.636652318408146,26.7,27.808474821939036,27.7,,,2024-08-18
231,25.2,25.295414326233303,26.36,26.657264105720984,26.8,27.83815845647475,28.2,,,2024-08-19
232,25.0,25.330595924682186,26.560000000000002,26.67783599893542,27.1,27.86729133219142,28.4,,,2024-08-20
