dayofyear,min,p05,p40,mean,p60,p95,max,2024,2024_diff,date
217,11.9,12.98165704203744,13.6,14.009170968481286,13.84,16.121296210355354,17.9,,,2024-08-05
218,13.0,12.985090897296367,13.72,14.004628210077298,13.94,16.077202071346004,17.2,,,2024-08-06
219,12.7,12.988095169816727,13.7,13.999387945445292,13.8,16.0305416680485,16.7,,,2024-08-07
220,13.2,12.991409298756654,13.6,13.993899261954567,13.84,15.98196946518665,16.7,,,2024-08-08
221,13.0,12.995910120854708,13.66,13.988897920721552,13.84,15.93168673347453,18.1,,,2024-08-09
222,12.8,13.00215778458997,13.8,13.985187138982173,13.94,15.879954562830395,19.0,,,2024-08-10
223,12.1,13.010221258361664,13.66,13.983385462017894,13.94,15.828239776195772,18.9,,,2024-08-11
224,12.4,13.019786279204158,13.7,13.98381410229784,13.8,15.779139019625106,17.6,,,2024-08-12
225,12.3,13.030290683336593,13.76,13.986469003047302,13.94,15.735076559483115,17.8,,,2024-08-13
226,12.8,13.041565333960438,13.6,13.991199894968851,13.8,15.697357363300355,17.8,,,2024-08-14
227,12.1,13.053434993543563,13.66,13.997702484994464,13.84,15.66581632235521,17.6,,,2024-08-15
228,12.3,13.065846410320685,13.7,14.005479006784565,14.0,15.63912721116382,17.1,,,2024-08-16
229,12.7,13.078947548454607,13.66,14.014009106785757,13.84,15.615418691226246,16.8,,,2024-08-17
230,12.8,13.093112574837102,13.72,14.022899631998039,14.0,15.59255599245552,17.0,,,2024-08-18
231,12.7,13.10905597305624,13.7,14.031938822488785,14.0,15.567727323548752,16.2,,,2024-08-19
232,12.9,13.127637259547955,13.860000000000001,14.04122428639655,14.139999999999999,15.539064967696758,16.5,,,2024-08-20
233,13.3,13.149527081922827,13.9,14.0510371471461,14.2,15.505999079864548,17.2,,,2024-08-21
234,12.9,13.174519342803588,13.96,14.061585170916851,14.2,15.468914897769098,17.0,,,2024-08-22
